G (mkS),B (mkS),class1,class2,class3,class5,class9
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
0.0,0.0,0,0,0,0,0
40033.2,0.0,0,0,0,1,0
39994.5,0.0,0,0,0,1,0
40099.6,0.0,0,0,0,1,0
39939.6,0.0,0,0,0,1,0
40062.0,0.0,0,0,0,1,0
39966.2,0.0,0,0,0,1,0
40085.2,0.0,0,0,0,1,0
39836.7,0.0,0,0,0,1,0
40042.3,0.0,0,0,0,1,0
39997.0,0.0,0,0,0,1,0
39807.4,0.0,0,0,0,1,0
39951.0,0.0,0,0,0,1,0
39755.2,0.0,0,0,0,1,0
39816.5,0.0,0,0,0,1,0
40084.3,0.0,0,0,0,1,0
39979.2,0.0,0,0,0,1,0
39985.2,0.0,0,0,0,1,0
40028.7,0.0,0,0,0,1,0
40089.4,0.0,0,0,0,1,0
40101.1,0.0,0,0,0,1,0
39896.3,0.0,0,0,0,1,0
39969.4,0.0,0,0,0,1,0
39881.3,0.0,0,0,0,1,0
39995.0,0.0,0,0,0,1,0
40010.3,0.0,0,0,0,1,0
39913.7,0.0,0,0,0,1,0
39948.1,0.0,0,0,0,1,0
39997.0,0.0,0,0,0,1,0
40084.0,0.0,0,0,0,1,0
40019.7,0.0,0,0,0,1,0
40090.8,0.0,0,0,0,1,0
39942.8,0.0,0,0,0,1,0
40229.0,0.0,0,0,0,1,0
39808.6,0.0,0,0,0,1,0
39873.7,0.0,0,0,0,1,0
40084.0,0.0,0,0,0,1,0
40008.1,0.0,0,0,0,1,0
40027.4,0.0,0,0,0,1,0
39934.9,0.0,0,0,0,1,0
39902.0,0.0,0,0,0,1,0
40048.0,0.0,0,0,0,1,0
40018.6,0.0,0,0,0,1,0
40046.0,0.0,0,0,0,1,0
40758.2,212.8,0,0,0,1,1
40858.1,269.6,0,0,0,1,1
56677.700000000004,1.200000000000017,1,0,0,1,1
57290.3,-521.6,1,0,0,1,1
56853.100000000006,639.9,1,0,0,1,1
56884.9,609.2,1,0,0,1,1
56898.7,-210.00000000000003,1,0,0,1,1
56502.700000000004,-335.40000000000003,1,0,0,1,1
56609.9,606.2,1,0,0,1,1
56758.700000000004,230.89999999999998,1,0,0,1,1
56485.9,-145.8,1,0,0,1,1
56585.6,-228.29999999999998,1,0,0,1,1
56553.3,-619.7,1,0,0,1,1
56815.799999999996,-395.2,1,0,0,1,1
57090.0,-89.5,1,0,0,1,1
56959.899999999994,58.099999999999994,1,0,0,1,1
56951.8,-360.9,1,0,0,1,1
56807.0,-395.2,1,0,0,1,1
57192.6,411.1,1,0,0,1,1
56124.899999999994,-466.4,1,0,0,1,1
56420.799999999996,-109.30000000000001,1,0,0,1,1
56718.600000000006,-104.19999999999999,1,0,0,1,1
57026.799999999996,181.9,1,0,0,1,1
56550.3,-288.5,1,0,0,1,1
57021.8,-195.60000000000002,1,0,0,1,1
17136.2,22.69999999999999,1,0,0,0,1
16802.3,-116.50000000000003,1,0,0,0,1
16711.5,275.9,1,0,0,0,1
16627.2,-189.6,1,0,0,0,1
16644.3,-66.80000000000001,1,0,0,0,1
16959.899999999998,98.5,1,0,0,0,1
16623.3,117.0,1,0,0,0,1
16807.1,30.30000000000001,1,0,0,0,1
16719.2,-394.5,1,0,0,0,1
16498.1,213.29999999999998,1,0,0,0,1
17237.100000000002,193.09999999999997,1,0,0,0,1
16689.9,-82.80000000000001,1,0,0,0,1
16526.600000000002,-14.300000000000011,1,0,0,0,1
16996.6,-841.0,1,0,0,0,1
16803.3,139.2,1,0,0,0,1
16636.6,321.1,1,0,0,0,1
16362.6,-527.3,1,0,0,0,1
16595.7,129.7,1,0,0,0,1
16586.8,-480.6,1,0,0,0,1
16421.1,-339.8,1,0,0,0,1
16841.9,61.400000000000006,1,0,0,0,1
16463.0,409.0,1,0,0,0,1
17374.5,44.89999999999998,1,0,0,0,1
16780.8,-245.0,1,0,0,0,1
16594.5,-648.8,1,0,0,0,1
16797.5,331.50000000000006,1,0,0,0,1
16707.2,322.30000000000007,1,0,0,0,1
17150.5,-316.5,1,0,0,0,1
16777.0,-321.5,1,0,0,0,1
16696.9,-9.399999999999977,1,0,0,0,1
16713.0,605.4000000000001,1,0,0,0,1
16747.4,-277.6,1,0,0,0,1
16862.4,41.599999999999966,1,0,0,0,1
16857.8,-654.5,1,0,0,0,1
16700.3,-214.7,1,0,0,0,1
16568.4,-185.70000000000002,1,0,0,0,1
16618.5,409.4,1,0,0,0,1
17015.0,-254.79999999999998,1,0,0,0,1
16962.4,311.9,1,0,0,0,1
16907.6,127.00000000000003,1,0,0,0,1
16484.100000000002,-649.4,1,0,0,0,1
16526.7,308.59999999999997,1,0,0,0,1
16456.5,-9.700000000000045,1,0,0,0,1
16860.2,-581.0,1,0,0,0,1
16434.9,-480.9,1,0,0,0,1
17008.5,-146.2,1,0,0,0,1
16674.5,61.19999999999999,1,0,0,0,1
15722.6,-360.2,1,0,0,0,1
16366.199999999999,-355.20000000000005,1,0,0,0,1
16760.1,197.8,1,0,0,0,1
17055.2,451.1,1,0,0,0,1
16647.0,-272.09999999999997,1,0,0,0,1
16610.6,-103.5,1,0,0,0,1
16565.8,-133.0,1,0,0,0,1
16850.4,-90.60000000000001,1,0,0,0,1
16767.9,-138.2,1,0,0,0,1
16526.7,280.4,1,0,0,0,1
16957.2,-92.4,1,0,0,0,1
16823.8,-543.3,1,0,0,0,1
17149.0,-22.399999999999977,1,0,0,0,1
16537.2,-198.3,1,0,0,0,1
16290.1,-118.10000000000001,1,0,0,0,1
33419.09999999999,-585.0,1,1,0,0,1
33602.399999999994,-706.5999999999999,1,1,0,0,1
33966.5,12.200000000000045,1,1,0,0,1
33720.0,-30.5,1,1,0,0,1
33895.6,18.599999999999966,1,1,0,0,1
34047.7,-556.8,1,1,0,0,1
33818.2,-83.80000000000001,1,1,0,0,1
33077.3,-939.4000000000001,1,1,0,0,1
33530.6,209.79999999999995,1,1,0,0,1
33679.600000000006,-88.30000000000001,1,1,0,0,1
33313.2,-489.1,1,1,0,0,1
33558.59999999999,-558.5,1,1,0,0,1
33813.399999999994,-308.9,1,1,0,0,1
34070.3,-266.8,1,1,0,0,1
34184.90000000001,-335.9,1,1,0,0,1
34064.0,-552.8,1,1,0,0,1
33408.6,-515.3,1,1,0,0,1
34417.100000000006,311.29999999999995,1,1,0,0,1
32986.100000000006,-385.79999999999995,1,1,0,0,1
33024.9,-106.39999999999998,1,1,0,0,1
33704.899999999994,-431.3,1,1,0,0,1
34149.0,6.5,1,1,0,0,1
33578.4,-546.3,1,1,0,0,1
33756.8,-241.0,1,1,0,0,1
33606.0,-660.5,1,1,0,0,1
33589.4,-311.6,1,1,0,0,1
33755.4,-122.10000000000002,1,1,0,0,1
34008.1,-148.40000000000003,1,1,0,0,1
33825.8,-334.6,1,1,0,0,1
33709.2,-332.8,1,1,0,0,1
33026.799999999996,-490.40000000000003,1,1,0,0,1
33805.3,-225.39999999999998,1,1,0,0,1
34103.2,-492.9,1,1,0,0,1
33583.0,170.39999999999998,1,1,0,0,1
33661.1,-237.5,1,1,0,0,1
33756.299999999996,-693.5,1,1,0,0,1
33131.4,-363.09999999999997,1,1,0,0,1
33193.4,-344.5000000000001,1,1,0,0,1
33736.5,-355.6,1,1,0,0,1
33478.9,-244.39999999999998,1,1,0,0,1
33136.5,-551.4,1,1,0,0,1
33495.7,-316.59999999999997,1,1,0,0,1
33531.4,-461.8,1,1,0,0,1
33955.0,126.29999999999995,1,1,0,0,1
34084.0,-232.99999999999994,1,1,0,0,1
33610.2,-363.3,1,1,0,0,1
33419.6,-502.6,1,1,0,0,1
33562.2,-438.00000000000006,1,1,0,0,1
33691.4,-372.40000000000003,1,1,0,0,1
33794.9,-6.2999999999999545,1,1,0,0,1
33932.899999999994,-258.4,1,1,0,0,1
33276.0,-347.0,1,1,0,0,1
33459.4,-813.0,1,1,0,0,1
34452.6,-801.7,1,1,0,0,1
34073.299999999996,-135.60000000000002,1,1,0,0,1
33348.3,329.0,1,1,0,0,1
33894.4,266.20000000000005,1,1,0,0,1
33462.99999999999,-165.10000000000002,1,1,0,0,1
33845.7,-1058.8000000000002,1,1,0,0,1
33468.3,-395.19999999999993,1,1,0,0,1
33684.5,-578.4,1,1,0,0,1
34120.9,108.79999999999995,1,1,0,0,1
33955.3,-137.90000000000003,1,1,0,0,1
33851.700000000004,-410.99999999999994,1,1,0,0,1
34146.6,-213.29999999999998,1,1,0,0,1
33672.8,-362.8,1,1,0,0,1
33605.0,-296.6,1,1,0,0,1
33506.7,-612.5,1,1,0,0,1
34444.1,-825.4,1,1,0,0,1
33381.2,-220.7,1,1,0,0,1
34055.100000000006,-108.89999999999995,1,1,0,0,1
33380.299999999996,-289.7,1,1,0,0,1
33859.899999999994,-682.6,1,1,0,0,1
33703.6,-386.40000000000003,1,1,0,0,1
33542.7,-363.9,1,1,0,0,1
34853.7,204.19999999999993,1,1,0,0,1
33222.7,-885.7,1,1,0,0,1
33743.200000000004,-351.29999999999995,1,1,0,0,1
34526.399999999994,670.3,1,1,0,0,1
33862.5,-225.20000000000002,1,1,0,0,1
33976.0,-771.0,1,1,0,0,1
34041.5,-154.3,1,1,0,0,1
33858.5,-125.5,1,1,0,0,1
33764.3,-680.2,1,1,0,0,1
33857.399999999994,-74.39999999999998,1,1,0,0,1
33562.700000000004,-18.899999999999977,1,1,0,0,1
33181.399999999994,-439.5,1,1,0,0,1
33104.4,-85.0,1,1,0,0,1
34177.4,-145.29999999999998,1,1,0,0,1
33605.799999999996,-255.8,1,1,0,0,1
34035.8,-309.2,1,1,0,0,1
33892.6,-402.70000000000005,1,1,0,0,1
33989.0,-428.1,1,1,0,0,1
33891.100000000006,-135.2,1,1,0,0,1
34169.0,-577.2,1,1,0,0,1
33194.8,-612.3,1,1,0,0,1
33417.600000000006,-281.19999999999993,1,1,0,0,1
33584.1,122.30000000000007,1,1,0,0,1
33818.2,238.50000000000006,1,1,0,0,1
33844.2,59.10000000000002,1,1,0,0,1
33617.799999999996,-314.5,1,1,0,0,1
34031.6,-404.9,1,1,0,0,1
34196.6,-67.5,1,1,0,0,1
33878.5,29.599999999999966,1,1,0,0,1
33995.3,-400.69999999999993,1,1,0,0,1
33560.899999999994,-512.6,1,1,0,0,1
34273.09999999999,145.40000000000003,1,1,0,0,1
34241.1,215.39999999999998,1,1,0,0,1
33980.7,-455.3,1,1,0,0,1
33708.200000000004,156.10000000000002,1,1,0,0,1
33862.200000000004,-458.1,1,1,0,0,1
33552.799999999996,142.19999999999993,1,1,0,0,1
33966.1,-701.5,1,1,0,0,1
38295.5,-85.50000000000003,1,1,1,0,1
39060.700000000004,2678.0,1,1,1,0,1
