timestamp,segment_id,pressure,temperature,vibration,flow_rate
2025-03-15 11:00:07,A8,8.69,22.9,0.056,222.8
2025-03-15 11:00:07,A9,8.14,24.6,0.043,200.5
2025-03-15 11:00:07,A10,8.71,23.1,0.063,207.2
2025-03-15 11:00:08,A1,8.24,19.9,0.036,169.4
2025-03-15 11:00:08,A2,8.49,23.6,0.055,158.0
2025-03-15 11:00:08,A3,9.18,20.9,0.04,180.3
2025-03-15 11:00:08,A4,6.97,21.1,0.057,206.3
2025-03-15 11:00:08,A5,7.52,22.9,0.057,148.6
2025-03-15 11:00:08,A6,8.77,23.8,0.047,166.0
2025-03-15 11:00:08,A7,9.01,21.8,0.028,159.4
2025-03-15 11:00:08,A8,8.68,22.9,0.054,223.9
2025-03-15 11:00:08,A9,8.17,24.6,0.044,200.0
2025-03-15 11:00:08,A10,8.76,23.1,0.063,207.3
2025-03-15 11:00:09,A1,8.25,19.9,0.035,170.3
2025-03-15 11:00:09,A2,8.49,23.6,0.056,158.7
2025-03-15 11:00:09,A3,9.62,21.1,0.042,173.3
2025-03-15 11:00:09,A4,6.97,21.1,0.056,205.5
2025-03-15 11:00:09,A5,7.52,22.8,0.056,149.1
2025-03-15 11:00:09,A6,8.74,23.7,0.045,166.9
2025-03-15 11:00:09,A7,8.98,21.7,0.028,160.0
2025-03-15 11:00:09,A8,8.67,22.8,0.054,223.4
2025-03-15 11:00:09,A9,8.14,24.6,0.045,200.3
2025-03-15 11:00:09,A10,8.74,23.2,0.061,207.4
2025-03-15 11:00:10,A1,8.24,19.9,0.035,170.7
2025-03-15 11:00:10,A2,8.45,23.5,0.055,158.1
2025-03-15 11:00:10,A3,10.06,21.3,0.043,166.4
2025-03-15 11:00:10,A4,6.95,21.1,0.056,206.7
2025-03-15 11:00:10,A5,7.48,22.9,0.054,148.8
2025-03-15 11:00:10,A6,8.73,23.7,0.044,167.0
2025-03-15 11:00:10,A7,8.98,21.8,0.028,159.4
2025-03-15 11:00:10,A8,8.67,22.9,0.052,224.0
2025-03-15 11:00:10,A9,8.11,24.6,0.045,200.3
2025-03-15 11:00:10,A10,8.73,23.2,0.06,206.9
2025-03-15 11:00:11,A1,8.2,20.0,0.034,170.5
2025-03-15 11:00:11,A2,8.44,23.6,0.055,157.6
2025-03-15 11:00:11,A3,10.5,21.5,0.045,159.5
2025-03-15 11:00:11,A4,6.98,21.1,0.057,207.5
2025-03-15 11:00:11,A5,7.45,22.8,0.051,147.9
2025-03-15 11:00:11,A6,8.73,23.8,0.044,167.8
2025-03-15 11:00:11,A7,8.99,21.8,0.027,160.4
2025-03-15 11:00:11,A8,8.67,22.8,0.052,224.2
2025-03-15 11:00:11,A9,8.09,24.7,0.046,201.2
2025-03-15 11:00:11,A10,8.76,23.2,0.058,206.4
2025-03-15 11:00:12,A1,8.23,19.9,0.034,170.6
2025-03-15 11:00:12,A2,8.42,23.6,0.052,156.9
2025-03-15 11:00:12,A3,10.94,21.8,0.047,152.6
2025-03-15 11:00:12,A4,6.99,21.1,0.056,207.3
2025-03-15 11:00:12,A5,7.49,22.9,0.052,148.4
2025-03-15 11:00:12,A6,8.73,23.8,0.044,168.5
2025-03-15 11:00:12,A7,8.97,21.8,0.026,160.2
2025-03-15 11:00:12,A8,8.66,22.9,0.052,224.5
2025-03-15 11:00:12,A9,8.1,24.6,0.046,200.9
2025-03-15 11:00:12,A10,8.76,23.2,0.058,206.6
2025-03-15 11:00:13,A1,8.23,19.8,0.034,169.5
2025-03-15 11:00:13,A2,8.4,23.6,0.051,157.0
2025-03-15 11:00:13,A3,10.92,21.8,0.048,151.9
2025-03-15 11:00:13,A4,7.0,21.1,0.056,206.4
2025-03-15 11:00:13,A5,7.52,22.9,0.052,147.7
2025-03-15 11:00:13,A6,8.75,23.8,0.044,168.8
2025-03-15 11:00:13,A7,8.94,21.9,0.027,159.9
2025-03-15 11:00:13,A8,8.65,23.0,0.052,225.1
2025-03-15 11:00:13,A9,8.09,24.6,0.047,200.7
2025-03-15 11:00:13,A10,8.77,23.2,0.058,205.5
2025-03-15 11:00:14,A1,8.28,19.8,0.033,169.5
2025-03-15 11:00:14,A2,8.37,23.5,0.05,157.0
2025-03-15 11:00:14,A3,10.93,21.8,0.048,151.4
2025-03-15 11:00:14,A4,6.98,21.0,0.056,206.1
2025-03-15 11:00:14,A5,7.51,22.9,0.051,147.5
2025-03-15 11:00:14,A6,8.74,23.8,0.045,168.7
2025-03-15 11:00:14,A7,8.92,21.9,0.025,159.8
2025-03-15 11:00:14,A8,8.66,23.0,0.052,225.0
2025-03-15 11:00:14,A9,8.1,24.5,0.046,201.4
2025-03-15 11:00:14,A10,8.8,23.2,0.058,204.8
2025-03-15 11:00:15,A1,8.29,19.7,0.032,169.4
2025-03-15 11:00:15,A2,8.34,23.6,0.051,155.9
2025-03-15 11:00:15,A3,10.91,21.9,0.047,151.5
2025-03-15 11:00:15,A4,6.99,21.0,0.058,206.1
2025-03-15 11:00:15,A5,7.54,23.0,0.052,148.4
2025-03-15 11:00:15,A6,8.78,23.9,0.046,169.4
2025-03-15 11:00:15,A7,8.95,22.0,0.025,159.6
2025-03-15 11:00:15,A8,8.66,23.1,0.051,225.3
2025-03-15 11:00:15,A9,8.09,24.4,0.048,201.1
2025-03-15 11:00:15,A10,8.78,23.3,0.057,204.5
2025-03-15 11:00:16,A1,8.29,19.8,0.034,170.1
2025-03-15 11:00:16,A2,8.33,23.6,0.051,156.2
2025-03-15 11:00:16,A3,10.9,21.9,0.046,151.8
2025-03-15 11:00:16,A4,6.96,21.1,0.058,206.4
2025-03-15 11:00:16,A5,7.51,23.1,0.05,148.3
2025-03-15 11:00:16,A6,8.77,23.8,0.045,168.5
2025-03-15 11:00:16,A7,8.95,22.1,0.026,159.9
2025-03-15 11:00:16,A8,8.64,23.2,0.05,225.0
2025-03-15 11:00:16,A9,8.14,24.4,0.049,201.4
2025-03-15 11:00:16,A10,8.78,23.3,0.058,204.5
2025-03-15 11:00:17,A1,8.33,19.8,0.034,168.7
2025-03-15 11:00:17,A2,8.33,23.5,0.051,155.6
2025-03-15 11:00:17,A3,10.91,21.8,0.046,152.1
2025-03-15 11:00:17,A4,6.96,21.0,0.059,206.6
2025-03-15 11:00:17,A5,7.54,23.1,0.051,148.4
2025-03-15 11:00:17,A6,8.79,23.8,0.045,168.8
2025-03-15 11:00:17,A7,8.96,22.0,0.025,159.8
2025-03-15 11:00:17,A8,8.68,23.1,0.05,225.1
2025-03-15 11:00:17,A9,8.15,24.4,0.051,201.8
2025-03-15 11:00:17,A10,8.77,23.3,0.056,205.0
2025-03-15 11:00:18,A1,8.35,19.8,0.033,168.9
2025-03-15 11:00:18,A2,8.32,23.4,0.049,156.0
2025-03-15 11:00:18,A3,10.9,21.8,0.044,151.1
2025-03-15 11:00:18,A4,6.94,21.0,0.059,206.2
2025-03-15 11:00:18,A5,7.53,23.1,0.05,148.4
2025-03-15 11:00:18,A6,8.81,23.9,0.044,168.7
2025-03-15 11:00:18,A7,9.0,22.0,0.023,159.4
2025-03-15 11:00:18,A8,8.7,23.1,0.05,224.7
2025-03-15 11:00:18,A9,8.15,24.4,0.051,202.2
2025-03-15 11:00:18,A10,8.74,23.4,0.054,205.7
2025-03-15 11:00:19,A1,8.37,19.8,0.035,168.5
2025-03-15 11:00:19,A2,8.33,23.5,0.047,154.9
2025-03-15 11:00:19,A3,10.87,21.9,0.044,150.7
2025-03-15 11:00:19,A4,6.91,21.0,0.059,205.9
2025-03-15 11:00:19,A5,7.53,23.0,0.049,149.7
2025-03-15 11:00:19,A6,8.78,23.8,0.046,169.4
2025-03-15 11:00:19,A7,8.98,22.1,0.023,159.2
2025-03-15 11:00:19,A8,8.71,23.1,0.05,225.0
2025-03-15 11:00:19,A9,8.13,24.5,0.051,202.3
2025-03-15 11:00:19,A10,8.73,23.3,0.053,205.2
2025-03-15 11:00:20,A1,8.44,19.8,0.035,168.0
2025-03-15 11:00:20,A2,8.32,23.4,0.047,154.5
2025-03-15 11:00:20,A3,10.89,22.0,0.043,150.2
2025-03-15 11:00:20,A4,6.9,20.9,0.058,205.9
2025-03-15 11:00:20,A5,7.55,23.1,0.049,149.2
2025-03-15 11:00:20,A6,8.74,23.9,0.044,170.0
2025-03-15 11:00:20,A7,8.98,22.1,0.022,159.3
2025-03-15 11:00:20,A8,8.7,23.1,0.05,225.2
2025-03-15 11:00:20,A9,8.14,24.4,0.051,202.4
2025-03-15 11:00:20,A10,8.71,23.2,0.051,205.7
2025-03-15 11:00:21,A1,8.41,19.8,0.035,168.1
2025-03-15 11:00:21,A2,8.33,23.4,0.047,154.9
2025-03-15 11:00:21,A3,10.88,22.0,0.043,150.3
2025-03-15 11:00:21,A4,6.87,21.0,0.059,205.3
2025-03-15 11:00:21,A5,7.52,23.1,0.048,148.5
2025-03-15 11:00:21,A6,8.74,24.0,0.045,169.9
2025-03-15 11:00:21,A7,9.0,22.1,0.023,159.5
2025-03-15 11:00:21,A8,8.72,23.1,0.048,225.8
2025-03-15 11:00:21,A9,8.13,24.5,0.053,202.1
2025-03-15 11:00:21,A10,8.73,23.3,0.051,205.6
2025-03-15 11:00:22,A1,8.38,19.9,0.034,168.2
2025-03-15 11:00:22,A2,8.32,23.5,0.045,154.2
2025-03-15 11:00:22,A3,10.88,22.0,0.043,150.2
2025-03-15 11:00:22,A4,6.9,21.0,0.059,204.9
2025-03-15 11:00:22,A5,7.5,23.1,0.048,148.9
2025-03-15 11:00:22,A6,8.72,23.9,0.045,170.3
2025-03-15 11:00:22,A7,8.98,22.1,0.023,159.5
2025-03-15 11:00:22,A8,8.69,23.1,0.047,226.5
2025-03-15 11:00:22,A9,8.16,24.6,0.052,202.3
2025-03-15 11:00:22,A10,8.73,23.3,0.05,205.7
2025-03-15 11:00:23,A1,8.41,19.8,0.034,168.9
2025-03-15 11:00:23,A2,8.3,23.4,0.045,154.9
2025-03-15 11:00:23,A3,10.9,22.0,0.043,150.3
2025-03-15 11:00:23,A4,6.9,21.0,0.06,204.8
2025-03-15 11:00:23,A5,7.48,23.0,0.046,148.6
2025-03-15 11:00:23,A6,8.75,23.9,0.046,170.4
2025-03-15 11:00:23,A7,8.98,22.2,0.021,159.5
2025-03-15 11:00:23,A8,8.68,23.1,0.048,226.9
2025-03-15 11:00:23,A9,8.15,24.6,0.05,201.1
2025-03-15 11:00:23,A10,8.72,23.3,0.047,205.0
2025-03-15 11:00:24,A1,8.45,19.8,0.033,168.7
2025-03-15 11:00:24,A2,8.25,23.4,0.043,155.1
2025-03-15 11:00:24,A3,10.91,22.0,0.043,150.0
2025-03-15 11:00:24,A4,6.92,21.0,0.059,204.5
2025-03-15 11:00:24,A5,7.45,23.1,0.045,148.4
2025-03-15 11:00:24,A6,8.74,23.9,0.045,170.3
2025-03-15 11:00:24,A7,9.01,22.1,0.02,159.1
2025-03-15 11:00:24,A8,8.65,23.0,0.047,227.8
2025-03-15 11:00:24,A9,8.18,24.6,0.052,201.4
2025-03-15 11:00:24,A10,8.72,23.3,0.046,203.8
2025-03-15 11:00:25,A1,8.46,19.8,0.032,168.1
2025-03-15 11:00:25,A2,8.23,23.5,0.041,155.8
2025-03-15 11:00:25,A3,10.93,22.0,0.042,150.8
2025-03-15 11:00:25,A4,6.89,21.0,0.058,204.4
2025-03-15 11:00:25,A5,7.43,23.1,0.045,148.7
2025-03-15 11:00:25,A6,8.72,23.9,0.045,170.2
2025-03-15 11:00:25,A7,9.01,22.0,0.018,158.4
2025-03-15 11:00:25,A8,8.65,23.0,0.048,227.8
2025-03-15 11:00:25,A9,8.19,24.7,0.051,201.1
2025-03-15 11:00:25,A10,8.72,23.2,0.045,203.8
2025-03-15 11:00:26,A1,8.43,19.7,0.032,168.2
2025-03-15 11:00:26,A2,8.25,23.5,0.04,155.6
2025-03-15 11:00:26,A3,10.94,22.1,0.04,150.6
2025-03-15 11:00:26,A4,6.92,20.9,0.06,203.7
2025-03-15 11:00:26,A5,7.41,23.1,0.044,148.7
2025-03-15 11:00:26,A6,8.72,23.9,0.045,169.8
2025-03-15 11:00:26,A7,9.05,22.0,0.016,158.4
2025-03-15 11:00:26,A8,8.62,23.0,0.047,227.9
2025-03-15 11:00:26,A9,8.22,24.8,0.051,200.8
2025-03-15 11:00:26,A10,8.73,23.3,0.045,204.4
2025-03-15 11:00:27,A1,8.47,19.8,0.03,168.1
2025-03-15 11:00:27,A2,8.22,23.4,0.039,155.6
2025-03-15 11:00:27,A3,10.93,22.0,0.039,149.9
2025-03-15 11:00:27,A4,6.94,20.9,0.061,203.2
2025-03-15 11:00:27,A5,7.41,23.1,0.043,149.0
2025-03-15 11:00:27,A6,8.72,23.9,0.045,170.6
2025-03-15 11:00:27,A7,9.03,22.0,0.016,158.5
2025-03-15 11:00:27,A8,8.6,23.0,0.046,226.8
2025-03-15 11:00:27,A9,8.23,24.8,0.05,199.5
2025-03-15 11:00:27,A10,8.74,23.3,0.045,204.0
2025-03-15 11:00:28,A1,8.44,19.8,0.03,168.1
2025-03-15 11:00:28,A2,8.21,23.5,0.039,155.7
2025-03-15 11:00:28,A3,10.94,22.0,0.038,150.1
2025-03-15 11:00:28,A4,6.93,21.0,0.06,202.8
2025-03-15 11:00:28,A5,7.41,23.1,0.041,149.2
2025-03-15 11:00:28,A6,8.73,23.9,0.046,171.0
2025-03-15 11:00:28,A7,9.0,22.0,0.016,158.8
2025-03-15 11:00:28,A8,8.59,22.8,0.044,226.6
2025-03-15 11:00:28,A9,8.24,24.8,0.05,199.1
2025-03-15 11:00:28,A10,8.75,23.3,0.046,204.1
2025-03-15 11:00:29,A1,8.43,19.8,0.029,168.7
2025-03-15 11:00:29,A2,8.21,23.5,0.039,156.1
2025-03-15 11:00:29,A3,10.93,22.0,0.038,150.4
2025-03-15 11:00:29,A4,6.92,21.1,0.061,202.9
2025-03-15 11:00:29,A5,7.41,23.1,0.041,148.4
2025-03-15 11:00:29,A6,8.71,23.9,0.047,171.0
2025-03-15 11:00:29,A7,9.02,22.0,0.014,156.9
2025-03-15 11:00:29,A8,8.64,22.8,0.043,226.1
2025-03-15 11:00:29,A9,8.24,24.8,0.051,199.7
2025-03-15 11:00:29,A10,8.76,23.4,0.046,205.4
2025-03-15 11:00:30,A1,8.44,19.8,0.028,169.1
2025-03-15 11:00:30,A2,8.21,23.5,0.039,155.9
2025-03-15 11:00:30,A3,10.93,21.9,0.037,150.5
2025-03-15 11:00:30,A4,6.93,21.1,0.063,203.2
2025-03-15 11:00:30,A5,7.43,23.2,0.039,148.1
2025-03-15 11:00:30,A6,8.73,23.9,0.048,170.4
2025-03-15 11:00:30,A7,9.01,22.1,0.015,156.6
2025-03-15 11:00:30,A8,8.63,22.8,0.043,226.4
2025-03-15 11:00:30,A9,8.24,24.9,0.051,199.5
2025-03-15 11:00:30,A10,8.74,23.3,0.046,206.0
2025-03-15 11:00:31,A1,8.42,19.9,0.029,169.3
2025-03-15 11:00:31,A2,8.24,23.5,0.038,156.1
2025-03-15 11:00:31,A3,10.93,21.9,0.038,150.0
2025-03-15 11:00:31,A4,6.92,21.2,0.063,202.7
2025-03-15 11:00:31,A5,7.43,23.1,0.037,148.4
2025-03-15 11:00:31,A6,8.76,24.0,0.047,171.8
2025-03-15 11:00:31,A7,8.99,22.1,0.014,156.4
2025-03-15 11:00:31,A8,8.64,22.8,0.043,226.7
2025-03-15 11:00:31,A9,8.25,24.9,0.054,199.2
2025-03-15 11:00:31,A10,8.78,23.3,0.046,206.1
2025-03-15 11:00:32,A1,8.38,19.9,0.028,169.2
2025-03-15 11:00:32,A2,8.22,23.5,0.037,155.9
2025-03-15 11:00:32,A3,10.9,21.9,0.037,149.5
2025-03-15 11:00:32,A4,6.93,21.2,0.064,203.3
2025-03-15 11:00:32,A5,7.43,23.2,0.035,148.1
2025-03-15 11:00:32,A6,8.75,24.1,0.045,171.6
2025-03-15 11:00:32,A7,8.99,22.1,0.014,156.5
2025-03-15 11:00:32,A8,8.62,22.8,0.043,227.4
2025-03-15 11:00:32,A9,8.26,24.9,0.054,198.3
2025-03-15 11:00:32,A10,8.81,23.4,0.047,206.9
2025-03-15 11:00:33,A1,8.36,20.0,0.028,168.6
2025-03-15 11:00:33,A2,8.2,23.5,0.035,155.6
2025-03-15 11:00:33,A3,10.89,21.9,0.036,149.6
2025-03-15 11:00:33,A4,6.95,21.2,0.063,203.1
2025-03-15 11:00:33,A5,7.45,23.2,0.035,148.2
2025-03-15 11:00:33,A6,8.72,24.1,0.046,171.2
2025-03-15 11:00:33,A7,8.99,22.2,0.013,156.0
2025-03-15 11:00:33,A8,8.6,22.8,0.043,228.2
2025-03-15 11:00:33,A9,8.23,24.9,0.054,197.5
2025-03-15 11:00:33,A10,8.74,23.3,0.046,206.9
2025-03-15 11:00:34,A1,8.34,20.0,0.026,168.3
2025-03-15 11:00:34,A2,8.18,23.4,0.034,156.1
2025-03-15 11:00:34,A3,10.89,21.9,0.038,149.0
2025-03-15 11:00:34,A4,6.94,21.1,0.062,203.2
2025-03-15 11:00:34,A5,7.48,23.1,0.034,148.8
2025-03-15 11:00:34,A6,8.74,24.0,0.045,172.0
2025-03-15 11:00:34,A7,9.04,22.2,0.015,156.3
2025-03-15 11:00:34,A8,8.6,22.8,0.042,228.0
2025-03-15 11:00:34,A9,8.23,24.9,0.054,197.0
2025-03-15 11:00:34,A10,8.76,23.3,0.045,207.0
2025-03-15 11:00:35,A1,8.31,20.0,0.028,169.2
2025-03-15 11:00:35,A2,8.19,23.4,0.034,155.6
2025-03-15 11:00:35,A3,10.89,21.9,0.038,149.0
2025-03-15 11:00:35,A4,6.93,21.1,0.063,202.2
2025-03-15 11:00:35,A5,7.49,23.1,0.034,147.8
2025-03-15 11:00:35,A6,8.77,24.0,0.045,172.8
2025-03-15 11:00:35,A7,9.04,22.2,0.014,156.8
2025-03-15 11:00:35,A8,8.58,22.8,0.041,227.7
2025-03-15 11:00:35,A9,8.25,24.9,0.054,197.9
2025-03-15 11:00:35,A10,8.76,23.2,0.045,206.8
2025-03-15 11:00:36,A1,8.3,20.1,0.027,169.7
2025-03-15 11:00:36,A2,8.17,23.5,0.033,156.0
2025-03-15 11:00:36,A3,10.92,21.9,0.038,148.9
2025-03-15 11:00:36,A4,6.91,21.1,0.062,202.9
2025-03-15 11:00:36,A5,7.49,23.2,0.034,148.5
2025-03-15 11:00:36,A6,8.79,24.0,0.047,172.4
2025-03-15 11:00:36,A7,9.04,22.2,0.014,156.4
2025-03-15 11:00:36,A8,8.6,22.8,0.038,228.3
2025-03-15 11:00:36,A9,8.24,24.8,0.054,197.0
2025-03-15 11:00:36,A10,8.77,23.1,0.043,206.2
2025-03-15 11:00:37,A1,8.29,20.0,0.027,169.5
2025-03-15 11:00:37,A2,8.17,23.4,0.031,155.8
2025-03-15 11:00:37,A3,10.89,21.9,0.037,148.2
2025-03-15 11:00:37,A4,6.9,21.1,0.063,203.3
2025-03-15 11:00:37,A5,7.46,23.1,0.033,148.5
2025-03-15 11:00:37,A6,8.81,24.0,0.048,172.7
2025-03-15 11:00:37,A7,9.03,22.2,0.016,155.4
2025-03-15 11:00:37,A8,8.6,22.8,0.038,229.0
2025-03-15 11:00:37,A9,8.26,24.8,0.056,196.6
2025-03-15 11:00:37,A10,8.77,23.1,0.044,205.9
2025-03-15 11:00:38,A1,8.29,20.0,0.028,169.4
2025-03-15 11:00:38,A2,8.21,23.4,0.031,154.4
2025-03-15 11:00:38,A3,10.89,21.8,0.037,148.4
2025-03-15 11:00:38,A4,6.9,21.2,0.065,202.7
2025-03-15 11:00:38,A5,7.44,23.1,0.034,148.1
2025-03-15 11:00:38,A6,8.84,24.1,0.047,173.1
2025-03-15 11:00:38,A7,9.04,22.2,0.014,155.4
2025-03-15 11:00:38,A8,8.6,22.8,0.038,229.2
2025-03-15 11:00:38,A9,8.24,24.8,0.056,195.6
2025-03-15 11:00:38,A10,8.81,23.0,0.043,205.7
2025-03-15 11:00:39,A1,8.27,20.0,0.027,169.0
2025-03-15 11:00:39,A2,8.2,23.4,0.029,154.9
2025-03-15 11:00:39,A3,10.86,21.8,0.036,148.5
2025-03-15 11:00:39,A4,6.89,21.2,0.065,203.7
2025-03-15 11:00:39,A5,7.43,23.1,0.033,148.3
2025-03-15 11:00:39,A6,8.83,24.1,0.047,173.3
2025-03-15 11:00:39,A7,9.02,22.2,0.014,155.1
2025-03-15 11:00:39,A8,8.59,22.8,0.039,229.8
2025-03-15 11:00:39,A9,8.24,24.7,0.057,196.6
2025-03-15 11:00:39,A10,8.83,23.0,0.043,206.4
2025-03-15 11:00:40,A1,8.27,19.9,0.026,168.2
2025-03-15 11:00:40,A2,8.19,23.4,0.028,155.3
2025-03-15 11:00:40,A3,10.85,21.9,0.036,148.0
2025-03-15 11:00:40,A4,6.88,21.1,0.065,204.1
2025-03-15 11:00:40,A5,7.46,23.1,0.032,148.2
2025-03-15 11:00:40,A6,8.81,24.0,0.047,173.7
2025-03-15 11:00:40,A7,9.01,22.2,0.011,154.5
2025-03-15 11:00:40,A8,8.59,22.7,0.038,229.1
2025-03-15 11:00:40,A9,8.24,24.7,0.058,197.1
2025-03-15 11:00:40,A10,8.88,22.9,0.044,206.1
2025-03-15 11:00:41,A1,8.31,19.9,0.026,168.1
2025-03-15 11:00:41,A2,8.18,23.4,0.028,155.5
2025-03-15 11:00:41,A3,10.88,21.9,0.038,147.4
2025-03-15 11:00:41,A4,6.9,21.1,0.065,204.2
2025-03-15 11:00:41,A5,7.44,23.1,0.03,148.1
2025-03-15 11:00:41,A6,8.82,24.0,0.048,173.5
2025-03-15 11:00:41,A7,9.01,22.2,0.009,155.0
2025-03-15 11:00:41,A8,8.61,22.7,0.038,230.1
2025-03-15 11:00:41,A9,8.25,24.7,0.06,197.0
2025-03-15 11:00:41,A10,8.87,23.0,0.042,206.1
2025-03-15 11:00:42,A1,8.35,19.9,0.025,167.7
2025-03-15 11:00:42,A2,8.22,23.4,0.027,155.3
2025-03-15 11:00:42,A3,10.87,21.8,0.037,148.4
2025-03-15 11:00:42,A4,6.89,21.2,0.065,204.0
2025-03-15 11:00:42,A5,7.46,23.1,0.03,148.8
2025-03-15 11:00:42,A6,8.84,24.0,0.047,173.3
2025-03-15 11:00:42,A7,9.0,22.2,0.007,155.4
2025-03-15 11:00:42,A8,8.61,22.7,0.037,229.8
2025-03-15 11:00:42,A9,8.26,24.7,0.059,196.5
2025-03-15 11:00:42,A10,8.89,22.9,0.04,205.4
2025-03-15 11:00:43,A1,8.35,20.0,0.024,167.8
2025-03-15 11:00:43,A2,8.19,23.5,0.026,155.5
2025-03-15 11:00:43,A3,10.87,21.9,0.037,148.0
2025-03-15 11:00:43,A4,6.89,21.2,0.067,203.8
2025-03-15 11:00:43,A5,7.46,23.1,0.029,149.0
