1089	870
1096	629
1097	398
1098	760
1099	1041
1103	95
1104	343
1106	218
1107	286
1108	881
1109	1047
1110	352
1111	518
1112	557
1113	620
1114	834
1115	467
1119	12
1121	859
1122	790
1123	206
1124	111
1128	959
1131	51
1137	799
1139	169
1140	678
1141	537
1142	1000
1143	313
1144	387
1145	243
1146	412
1152	93
1153	540
1154	556
1155	186
1156	59
1158	669
1161	928
1162	215
1163	660
1164	408
1165	311
1166	180
1167	474
1168	694
1169	117
1170	195
1172	154
1173	728
1174	280
1177	927
1178	718
1179	71
1180	519
1181	962
1182	717
1183	939
1184	953
1185	561
1187	906
1188	816
1189	848
1190	141
1192	314
1194	371
1200	378
1201	954
1202	102
1203	666
1204	763
1207	36
1208	733
1209	613
1210	845
1213	679
1215	683
1217	703
1218	617
1223	691
1224	116
1225	527
1226	305
1227	414
1229	301
1232	936
1233	350
1234	696
1235	555
1236	801
1237	60
1238	634
1239	651
1240	931
1241	52
1243	309
1244	874
1245	968
1246	1009
1247	596
1249	741
1251	851
1252	773
1255	376
1256	698
1257	643
1258	255
1259	29
1260	140
1261	757
1263	217
1264	318
1265	915
1266	568
1267	574
1268	345
1273	196
1276	287
1277	319
1280	543
1281	714
1283	505
1284	108
1286	676
1295	348
1296	991
1297	787
1298	303
1300	584
1301	4
1303	49
1305	838
1306	876
1307	81
1308	449
1311	544
1312	889
1313	184
1315	43
1316	933
1318	436
1322	977
1323	581
1324	791
1325	721
1326	445
1329	854
1330	1028
1331	271
1332	332
1333	479
1334	434
1337	594
1338	373
1339	37
1345	842
1347	53
1348	802
1353	685
1354	841
1355	390
1356	549
1357	484
1358	76
1361	17
1362	483
1363	638
1364	551
1367	1036
1368	909
1369	869
1370	492
1374	1004
1376	21
1377	153
1378	635
1380	329
1381	654
1382	633
1383	704
1384	618
1385	979
1386	789
1387	201
1388	31
1393	230
1394	497
1395	461
1396	744
1398	1021
1399	431
1400	333
1401	671
1403	338
1404	420
1405	615
1407	247
1408	598
1409	341
1411	278
1412	623
1413	957
1414	897
1415	253
1417	295
1418	238
1421	1038
1422	597
1423	1006
1424	385
1425	780
1426	50
1427	563
1433	995
1435	339
1436	229
1441	558
1442	25
1443	526
1444	444
1454	440
1456	330
1460	501
1462	123
1463	321
1464	317
1466	509
1467	254
1468	552
1473	198
1475	233
1476	446
1477	432
1478	91
1479	459
1483	260
1487	151
1488	734
1491	160
1493	367
1494	742
1495	97
1497	778
1500	610
1502	315
1503	40
1504	63
1505	608
1506	835
1507	145
1509	873
1510	466
1511	946
1513	1016
1515	917
1516	740
1517	1
1518	45
1520	803
1522	476
1523	357
1524	418
1528	575
1531	572
1533	653
1534	6
1537	452
1540	205
1541	913
1542	1015
1544	187
1547	825
1548	146
1551	284
1552	166
1553	805
1556	133
1558	197
1559	224
1560	727
1562	176
1563	5
1565	165
1569	147
1570	580
1571	971
1572	940
1576	161
1577	328
1578	755
1584	288
1585	173
1586	413
1589	855
1590	912
1592	498
1593	409
1594	785
1595	300
1597	365
1598	829
1603	830
1604	1018
1606	960
1607	997
1610	219
1612	955
1613	590
1614	26
1618	199
1620	782
1621	118
1623	335
1625	856
1626	1043
1627	677
1628	510
1629	182
1631	296
1632	239
1633	336
1634	23
1636	384
1637	266
1638	533
1639	213
1640	576
1641	965
1643	183
1644	383
1645	1003
1648	673
1651	982
1652	964
1653	448
1654	707
1656	945
1657	354
1658	203
1659	451
1660	753
1661	809
1662	712
1663	44
1664	983
1667	267
1668	639
1669	426
1671	381
1672	69
1676	7
1678	142
1679	291
1680	710
1681	98
1682	124
1684	170
1685	443
1686	405
1687	94
1688	419
1693	3
1694	240
1696	496
1699	798
1700	605
1703	944
1704	748
1705	139
1706	439
1709	424
1710	630
1712	208
1713	34
1714	784
1715	795
1717	1044
1718	587
1721	998
1723	294
1724	242
1725	223
1727	591
1728	27
1730	524
1731	792
1733	122
1734	257
1736	149
1737	433
1738	331
1740	87
1745	54
1746	471
1748	823
1750	248
1752	804
1753	454
