timestamp,segment_id,pressure,temperature,vibration,flow_rate
2025-03-15 11:00:03,A10,8.13,23.8,0.042,202.8
2025-03-15 11:00:04,A1,8.02,23.4,0.045,201.0
2025-03-15 11:00:04,A2,8.2,20.9,0.041,233.9
2025-03-15 11:00:04,A3,8.9,23.8,0.07,181.0
2025-03-15 11:00:04,A4,7.06,22.7,0.065,186.9
2025-03-15 11:00:04,A5,8.1,21.7,0.042,170.2
2025-03-15 11:00:04,A6,8.44,21.0,0.031,173.5
2025-03-15 11:00:04,A7,8.59,24.6,0.042,243.8
2025-03-15 11:00:04,A8,8.48,20.1,0.054,180.0
2025-03-15 11:00:04,A9,8.63,20.5,0.028,218.2
2025-03-15 11:00:04,A10,8.13,23.8,0.042,202.1
2025-03-15 11:00:05,A1,7.99,23.3,0.044,201.2
2025-03-15 11:00:05,A2,8.2,21.0,0.042,233.7
2025-03-15 11:00:05,A3,8.9,23.8,0.072,181.0
2025-03-15 11:00:05,A4,7.05,22.7,0.064,187.5
2025-03-15 11:00:05,A5,8.08,21.8,0.043,170.0
2025-03-15 11:00:05,A6,8.41,21.2,0.03,173.8
2025-03-15 11:00:05,A7,8.57,24.5,0.041,243.3
2025-03-15 11:00:05,A8,8.5,20.2,0.056,179.6
2025-03-15 11:00:05,A9,8.67,20.5,0.026,218.4
2025-03-15 11:00:05,A10,8.15,23.8,0.042,203.0
2025-03-15 11:00:06,A1,8.0,23.2,0.047,201.0
2025-03-15 11:00:06,A2,8.18,21.0,0.042,233.9
2025-03-15 11:00:06,A3,8.91,23.7,0.073,181.8
2025-03-15 11:00:06,A4,6.98,22.7,0.065,187.4
2025-03-15 11:00:06,A5,8.08,21.9,0.043,169.1
2025-03-15 11:00:06,A6,8.42,21.2,0.031,173.8
2025-03-15 11:00:06,A7,8.55,24.5,0.039,242.7
2025-03-15 11:00:06,A8,8.49,20.2,0.055,179.9
2025-03-15 11:00:06,A9,8.66,20.5,0.026,219.1
2025-03-15 11:00:06,A10,8.15,23.8,0.039,201.5
2025-03-15 11:00:07,A1,8.01,23.2,0.047,200.2
2025-03-15 11:00:07,A2,8.16,21.0,0.044,233.7
2025-03-15 11:00:07,A3,8.93,23.7,0.074,181.8
2025-03-15 11:00:07,A4,6.98,22.8,0.065,187.8
2025-03-15 11:00:07,A5,8.07,21.9,0.042,169.8
2025-03-15 11:00:07,A6,8.43,21.2,0.029,173.9
2025-03-15 11:00:07,A7,8.54,24.5,0.038,242.9
2025-03-15 11:00:07,A8,8.49,20.3,0.057,179.2
2025-03-15 11:00:07,A9,8.66,20.5,0.026,219.1
2025-03-15 11:00:07,A10,8.15,23.8,0.037,201.5
2025-03-15 11:00:08,A1,8.01,23.3,0.047,199.8
2025-03-15 11:00:08,A2,8.15,21.1,0.044,233.1
2025-03-15 11:00:08,A3,8.95,23.7,0.075,181.4
2025-03-15 11:00:08,A4,6.99,22.7,0.066,187.1
2025-03-15 11:00:08,A5,8.08,21.9,0.041,169.9
2025-03-15 11:00:08,A6,8.43,21.3,0.029,174.6
2025-03-15 11:00:08,A7,8.52,24.5,0.037,243.0
2025-03-15 11:00:08,A8,8.5,20.3,0.056,179.8
2025-03-15 11:00:08,A9,8.68,20.5,0.025,219.2
2025-03-15 11:00:08,A10,8.16,23.8,0.037,200.8
2025-03-15 11:00:09,A1,7.96,23.3,0.048,199.4
2025-03-15 11:00:09,A2,8.13,21.0,0.045,232.2
2025-03-15 11:00:09,A3,8.96,23.7,0.076,182.6
2025-03-15 11:00:09,A4,6.99,22.7,0.065,187.3
2025-03-15 11:00:09,A5,8.06,21.9,0.042,170.8
2025-03-15 11:00:09,A6,8.41,21.3,0.028,174.8
2025-03-15 11:00:09,A7,8.52,24.4,0.034,242.5
2025-03-15 11:00:09,A8,8.48,20.2,0.056,180.7
2025-03-15 11:00:09,A9,8.71,20.6,0.024,220.0
2025-03-15 11:00:09,A10,8.15,23.9,0.035,200.2
2025-03-15 11:00:10,A1,7.97,23.4,0.047,199.1
2025-03-15 11:00:10,A2,8.12,21.1,0.047,231.6
2025-03-15 11:00:10,A3,8.96,23.6,0.076,181.8
2025-03-15 11:00:10,A4,6.98,22.8,0.065,187.5
2025-03-15 11:00:10,A5,8.07,22.0,0.043,171.1
2025-03-15 11:00:10,A6,8.36,21.3,0.029,174.9
2025-03-15 11:00:10,A7,8.51,24.5,0.035,243.6
2025-03-15 11:00:10,A8,8.49,20.2,0.057,180.1
2025-03-15 11:00:10,A9,8.7,20.5,0.025,220.0
2025-03-15 11:00:10,A10,8.17,23.9,0.036,200.0
2025-03-15 11:00:11,A1,7.98,23.4,0.046,199.2
2025-03-15 11:00:11,A2,8.14,21.1,0.049,232.2
2025-03-15 11:00:11,A3,8.94,23.6,0.078,182.0
2025-03-15 11:00:11,A4,6.98,22.8,0.064,187.8
2025-03-15 11:00:11,A5,8.09,22.0,0.042,171.6
2025-03-15 11:00:11,A6,8.34,21.3,0.03,174.6
2025-03-15 11:00:11,A7,8.51,24.5,0.033,243.8
2025-03-15 11:00:11,A8,8.5,20.2,0.058,180.3
2025-03-15 11:00:11,A9,8.69,20.5,0.022,220.1
2025-03-15 11:00:11,A10,8.19,23.8,0.035,199.4
2025-03-15 11:00:12,A1,7.99,23.5,0.048,198.5
2025-03-15 11:00:12,A2,8.13,21.1,0.048,232.0
2025-03-15 11:00:12,A3,8.94,23.6,0.078,181.8
2025-03-15 11:00:12,A4,7.01,22.8,0.063,188.3
2025-03-15 11:00:12,A5,8.08,22.1,0.042,170.5
2025-03-15 11:00:12,A6,8.36,21.2,0.032,175.1
2025-03-15 11:00:12,A7,8.52,24.5,0.032,244.4
2025-03-15 11:00:12,A8,8.5,20.1,0.058,179.9
2025-03-15 11:00:12,A9,8.67,20.6,0.022,219.9
2025-03-15 11:00:12,A10,8.16,23.8,0.033,198.5
2025-03-15 11:00:13,A1,7.99,23.5,0.049,198.1
2025-03-15 11:00:13,A2,8.14,21.0,0.05,230.9
2025-03-15 11:00:13,A3,8.94,23.6,0.078,181.8
2025-03-15 11:00:13,A4,6.98,22.8,0.065,188.4
2025-03-15 11:00:13,A5,8.06,22.0,0.04,170.8
2025-03-15 11:00:13,A6,8.37,21.2,0.033,174.5
2025-03-15 11:00:13,A7,8.54,24.6,0.03,245.0
2025-03-15 11:00:13,A8,8.48,20.1,0.058,180.3
2025-03-15 11:00:13,A9,8.67,20.6,0.02,220.2
2025-03-15 11:00:13,A10,8.15,23.8,0.032,198.1
2025-03-15 11:00:14,A1,7.95,23.5,0.049,197.8
2025-03-15 11:00:14,A2,8.17,20.9,0.05,231.0
2025-03-15 11:00:14,A3,8.95,23.6,0.079,181.2
2025-03-15 11:00:14,A4,6.99,22.8,0.067,188.6
2025-03-15 11:00:14,A5,8.05,22.1,0.039,169.9
2025-03-15 11:00:14,A6,8.38,21.3,0.034,175.3
2025-03-15 11:00:14,A7,8.57,24.5,0.028,245.3
2025-03-15 11:00:14,A8,8.45,20.2,0.057,180.4
2025-03-15 11:00:14,A9,8.66,20.7,0.019,220.5
2025-03-15 11:00:14,A10,8.17,23.8,0.032,198.5
2025-03-15 11:00:15,A1,7.95,23.4,0.048,197.1
2025-03-15 11:00:15,A2,8.17,20.8,0.05,230.7
2025-03-15 11:00:15,A3,8.96,23.5,0.078,181.4
2025-03-15 11:00:15,A4,7.0,22.8,0.068,188.6
2025-03-15 11:00:15,A5,8.05,22.0,0.039,169.6
2025-03-15 11:00:15,A6,8.41,21.3,0.033,175.2
2025-03-15 11:00:15,A7,8.55,24.5,0.026,245.0
2025-03-15 11:00:15,A8,8.43,20.1,0.058,179.9
2025-03-15 11:00:15,A9,8.66,20.6,0.017,221.2
2025-03-15 11:00:15,A10,8.16,23.8,0.032,198.4
2025-03-15 11:00:16,A1,7.93,23.5,0.048,196.9
2025-03-15 11:00:16,A2,8.17,20.8,0.051,230.6
2025-03-15 11:00:16,A3,8.97,23.6,0.078,181.5
2025-03-15 11:00:16,A4,6.99,22.8,0.068,188.5
2025-03-15 11:00:16,A5,8.02,22.1,0.039,170.3
2025-03-15 11:00:16,A6,8.41,21.3,0.034,174.6
2025-03-15 11:00:16,A7,8.55,24.5,0.026,245.7
2025-03-15 11:00:16,A8,8.44,20.1,0.056,180.1
2025-03-15 11:00:16,A9,8.67,20.6,0.016,221.6
2025-03-15 11:00:16,A10,8.16,23.8,0.032,199.4
2025-03-15 11:00:17,A1,7.94,23.4,0.048,197.0
2025-03-15 11:00:17,A2,8.17,20.9,0.051,230.6
2025-03-15 11:00:17,A3,8.96,23.7,0.079,181.3
2025-03-15 11:00:17,A4,7.03,22.8,0.07,188.6
2025-03-15 11:00:17,A5,7.99,22.1,0.04,170.0
2025-03-15 11:00:17,A6,8.45,21.2,0.034,174.9
2025-03-15 11:00:17,A7,8.55,24.4,0.025,245.2
2025-03-15 11:00:17,A8,8.44,20.0,0.057,179.8
2025-03-15 11:00:17,A9,8.7,20.6,0.016,221.8
2025-03-15 11:00:17,A10,8.16,23.8,0.033,200.1
2025-03-15 11:00:18,A1,7.93,23.4,0.049,197.0
2025-03-15 11:00:18,A2,8.17,20.9,0.052,230.6
2025-03-15 11:00:18,A3,8.97,23.6,0.078,181.8
2025-03-15 11:00:18,A4,7.06,22.8,0.07,188.5
2025-03-15 11:00:18,A5,7.98,22.1,0.04,169.3
2025-03-15 11:00:18,A6,8.48,21.4,0.034,174.5
2025-03-15 11:00:18,A7,8.57,24.4,0.025,245.3
2025-03-15 11:00:18,A8,8.45,20.0,0.057,180.2
2025-03-15 11:00:18,A9,8.72,20.6,0.014,221.1
2025-03-15 11:00:18,A10,8.16,23.7,0.032,198.9
2025-03-15 11:00:19,A1,7.91,23.4,0.049,197.5
2025-03-15 11:00:19,A2,8.18,20.9,0.053,230.1
2025-03-15 11:00:19,A3,8.96,23.6,0.078,181.3
2025-03-15 11:00:19,A4,7.03,22.8,0.07,188.1
2025-03-15 11:00:19,A5,7.98,22.1,0.04,170.4
2025-03-15 11:00:19,A6,8.45,21.4,0.033,175.3
2025-03-15 11:00:19,A7,8.57,24.3,0.024,246.1
2025-03-15 11:00:19,A8,8.46,20.0,0.059,180.4
2025-03-15 11:00:19,A9,8.73,20.6,0.013,222.5
2025-03-15 11:00:19,A10,8.13,23.7,0.031,199.4
2025-03-15 11:00:20,A1,7.88,23.3,0.049,197.0
2025-03-15 11:00:20,A2,8.18,20.9,0.054,229.9
2025-03-15 11:00:20,A3,8.99,23.7,0.079,181.3
2025-03-15 11:00:20,A4,7.05,22.8,0.07,188.6
2025-03-15 11:00:20,A5,7.98,22.1,0.041,170.7
2025-03-15 11:00:20,A6,8.48,21.4,0.032,174.9
2025-03-15 11:00:20,A7,8.59,24.4,0.025,245.8
2025-03-15 11:00:20,A8,8.48,20.0,0.058,180.9
2025-03-15 11:00:20,A9,8.69,20.7,0.013,222.7
2025-03-15 11:00:20,A10,8.13,23.7,0.029,199.2
2025-03-15 11:00:21,A1,7.83,23.3,0.048,196.9
2025-03-15 11:00:21,A2,8.18,20.8,0.053,229.1
2025-03-15 11:00:21,A3,9.01,23.6,0.078,181.1
2025-03-15 11:00:21,A4,7.46,23.0,0.072,184.6
2025-03-15 11:00:21,A5,7.96,22.1,0.042,170.9
2025-03-15 11:00:21,A6,8.49,21.3,0.031,175.7
2025-03-15 11:00:21,A7,8.56,24.3,0.024,247.1
2025-03-15 11:00:21,A8,8.48,20.0,0.058,181.2
2025-03-15 11:00:21,A9,9.1,20.8,0.014,214.9
2025-03-15 11:00:21,A10,8.08,23.8,0.028,199.5
2025-03-15 11:00:22,A1,7.83,23.3,0.048,197.1
2025-03-15 11:00:22,A2,8.19,20.7,0.052,229.2
2025-03-15 11:00:22,A3,9.01,23.6,0.079,181.0
2025-03-15 11:00:22,A4,7.88,23.3,0.073,180.5
2025-03-15 11:00:22,A5,7.96,22.0,0.041,171.0
2025-03-15 11:00:22,A6,8.52,21.3,0.031,176.0
2025-03-15 11:00:22,A7,8.54,24.3,0.024,248.1
2025-03-15 11:00:22,A8,8.47,20.0,0.06,181.1
2025-03-15 11:00:22,A9,9.5,20.9,0.016,207.1
2025-03-15 11:00:22,A10,8.09,23.8,0.028,199.6
2025-03-15 11:00:23,A1,7.85,23.3,0.048,196.4
2025-03-15 11:00:23,A2,8.2,20.6,0.053,228.8
2025-03-15 11:00:23,A3,9.02,23.6,0.078,181.2
2025-03-15 11:00:23,A4,8.29,23.5,0.075,176.5
2025-03-15 11:00:23,A5,7.97,22.0,0.041,170.7
2025-03-15 11:00:23,A6,8.55,21.2,0.031,175.9
2025-03-15 11:00:23,A7,8.5,24.3,0.023,248.3
2025-03-15 11:00:23,A8,8.45,20.1,0.061,180.9
2025-03-15 11:00:23,A9,9.9,21.0,0.017,199.3
2025-03-15 11:00:23,A10,8.08,23.9,0.026,199.6
2025-03-15 11:00:24,A1,7.85,23.3,0.046,197.4
2025-03-15 11:00:24,A2,8.2,20.6,0.054,228.7
2025-03-15 11:00:24,A3,9.0,23.6,0.079,181.8
2025-03-15 11:00:24,A4,8.71,23.7,0.077,172.5
2025-03-15 11:00:24,A5,7.93,22.0,0.04,170.9
2025-03-15 11:00:24,A6,8.54,21.2,0.03,175.3
2025-03-15 11:00:24,A7,8.51,24.4,0.023,248.6
2025-03-15 11:00:24,A8,8.43,20.2,0.062,180.8
2025-03-15 11:00:24,A9,10.3,21.1,0.019,191.6
2025-03-15 11:00:24,A10,8.13,23.9,0.025,200.0
2025-03-15 11:00:25,A1,7.85,23.2,0.047,197.3
2025-03-15 11:00:25,A2,8.17,20.6,0.055,228.0
2025-03-15 11:00:25,A3,9.0,23.6,0.079,181.9
2025-03-15 11:00:25,A4,9.12,23.9,0.079,168.4
2025-03-15 11:00:25,A5,7.91,22.0,0.039,170.2
2025-03-15 11:00:25,A6,8.52,21.2,0.029,174.9
2025-03-15 11:00:25,A7,8.49,24.4,0.02,248.9
2025-03-15 11:00:25,A8,8.44,20.2,0.062,181.0
2025-03-15 11:00:25,A9,10.7,21.2,0.02,183.8
2025-03-15 11:00:25,A10,8.1,23.9,0.023,200.0
2025-03-15 11:00:26,A1,7.87,23.2,0.048,197.0
2025-03-15 11:00:26,A2,8.18,20.6,0.056,228.2
2025-03-15 11:00:26,A3,8.99,23.5,0.08,181.0
2025-03-15 11:00:26,A4,9.54,24.2,0.081,164.4
2025-03-15 11:00:26,A5,7.9,22.0,0.04,170.1
2025-03-15 11:00:26,A6,8.55,21.2,0.03,175.2
2025-03-15 11:00:26,A7,8.49,24.3,0.019,248.9
2025-03-15 11:00:26,A8,8.39,20.3,0.061,180.2
2025-03-15 11:00:26,A9,11.1,21.3,0.022,176.0
2025-03-15 11:00:26,A10,8.1,23.9,0.023,200.2
2025-03-15 11:00:27,A1,7.84,23.1,0.048,197.1
2025-03-15 11:00:27,A2,8.14,20.7,0.057,227.2
2025-03-15 11:00:27,A3,9.03,23.4,0.081,180.7
2025-03-15 11:00:27,A4,9.95,24.4,0.083,160.4
2025-03-15 11:00:27,A5,7.92,22.0,0.04,170.8
2025-03-15 11:00:27,A6,8.58,21.2,0.031,175.0
2025-03-15 11:00:27,A7,8.5,24.3,0.015,249.1
2025-03-15 11:00:27,A8,8.33,20.3,0.062,180.5
2025-03-15 11:00:27,A9,11.08,21.2,0.022,175.7
2025-03-15 11:00:27,A10,8.1,23.9,0.022,199.5
2025-03-15 11:00:28,A1,7.87,23.0,0.048,196.3
2025-03-15 11:00:28,A2,8.15,20.7,0.058,226.7
2025-03-15 11:00:28,A3,9.05,23.5,0.081,181.2
2025-03-15 11:00:28,A4,10.37,24.6,0.085,156.3
2025-03-15 11:00:28,A5,7.95,22.0,0.039,170.2
2025-03-15 11:00:28,A6,8.61,21.2,0.03,175.9
2025-03-15 11:00:28,A7,8.5,24.3,0.016,249.1
2025-03-15 11:00:28,A8,8.33,20.3,0.062,180.6
2025-03-15 11:00:28,A9,11.1,21.3,0.022,176.2
2025-03-15 11:00:28,A10,8.1,23.9,0.021,200.0
2025-03-15 11:00:29,A1,7.86,23.1,0.049,195.7
2025-03-15 11:00:29,A2,8.13,20.7,0.059,225.9
2025-03-15 11:00:29,A3,9.03,23.5,0.081,180.4
2025-03-15 11:00:29,A4,10.35,24.7,0.086,155.7
2025-03-15 11:00:29,A5,7.95,22.0,0.038,170.1
2025-03-15 11:00:29,A6,8.64,21.2,0.031,175.9
2025-03-15 11:00:29,A7,8.52,24.4,0.015,248.9
2025-03-15 11:00:29,A8,8.33,20.3,0.063,180.5
2025-03-15 11:00:29,A9,11.09,21.2,0.024,176.6
2025-03-15 11:00:29,A10,8.51,24.2,0.024,192.9
2025-03-15 11:00:30,A1,7.87,23.1,0.048,196.5
2025-03-15 11:00:30,A2,8.11,20.6,0.06,226.1
2025-03-15 11:00:30,A3,9.02,23.5,0.082,180.0
2025-03-15 11:00:30,A4,10.34,24.8,0.088,156.0
2025-03-15 11:00:30,A5,7.96,22.0,0.037,169.8
2025-03-15 11:00:30,A6,8.64,21.2,0.031,175.4
2025-03-15 11:00:30,A7,8.52,24.4,0.013,248.8
2025-03-15 11:00:30,A8,8.31,20.3,0.064,180.1
2025-03-15 11:00:30,A9,11.09,21.3,0.022,176.8
2025-03-15 11:00:30,A10,8.91,24.5,0.027,185.8
2025-03-15 11:00:31,A1,7.87,23.1,0.049,197.1
2025-03-15 11:00:31,A2,8.13,20.6,0.061,224.9
2025-03-15 11:00:31,A3,9.01,23.4,0.084,180.6
2025-03-15 11:00:31,A4,10.32,24.8,0.087,156.4
2025-03-15 11:00:31,A5,8.01,22.0,0.038,169.3
2025-03-15 11:00:31,A6,8.64,21.2,0.032,175.0
2025-03-15 11:00:31,A7,8.54,24.4,0.012,248.4
2025-03-15 11:00:31,A8,8.31,20.3,0.064,180.4
2025-03-15 11:00:31,A9,11.11,21.2,0.021,177.2
2025-03-15 11:00:31,A10,9.32,24.8,0.03,178.7
2025-03-15 11:00:32,A1,7.89,23.1,0.049,196.1
2025-03-15 11:00:32,A2,8.12,20.5,0.062,224.0
2025-03-15 11:00:32,A3,9.01,23.4,0.084,181.5
2025-03-15 11:00:32,A4,10.3,24.7,0.088,156.6
2025-03-15 11:00:32,A5,7.97,21.8,0.038,169.4
2025-03-15 11:00:32,A6,8.69,21.2,0.031,175.5
2025-03-15 11:00:32,A7,8.55,24.4,0.012,249.2
2025-03-15 11:00:32,A8,8.31,20.3,0.065,179.5
2025-03-15 11:00:32,A9,11.12,21.2,0.019,178.3
2025-03-15 11:00:32,A10,9.73,25.0,0.033,171.6
2025-03-15 11:00:33,A1,7.87,23.2,0.048,195.6
2025-03-15 11:00:33,A2,8.1,20.5,0.062,223.3
2025-03-15 11:00:33,A3,9.0,23.5,0.083,180.8
2025-03-15 11:00:33,A4,10.32,24.7,0.088,155.7
2025-03-15 11:00:33,A5,7.97,21.8,0.038,170.3
2025-03-15 11:00:33,A6,8.66,21.1,0.032,175.5
2025-03-15 11:00:33,A7,8.58,24.4,0.01,248.6
2025-03-15 11:00:33,A8,8.3,20.3,0.067,179.4
2025-03-15 11:00:33,A9,11.11,21.1,0.019,178.3
2025-03-15 11:00:33,A10,10.14,25.3,0.036,164.4
2025-03-15 11:00:34,A1,7.88,23.2,0.048,195.3
2025-03-15 11:00:34,A2,8.06,20.5,0.062,222.5
2025-03-15 11:00:34,A3,9.04,23.4,0.084,180.9
2025-03-15 11:00:34,A4,10.32,24.7,0.089,154.5
2025-03-15 11:00:34,A5,7.97,21.9,0.036,170.3
2025-03-15 11:00:34,A6,8.66,21.1,0.03,175.4
2025-03-15 11:00:34,A7,8.6,24.4,0.01,247.9
2025-03-15 11:00:34,A8,8.3,20.3,0.066,179.1
2025-03-15 11:00:34,A9,11.11,21.2,0.017,178.4
2025-03-15 11:00:34,A10,10.55,25.6,0.039,157.3
2025-03-15 11:00:35,A1,7.88,23.2,0.048,196.0
2025-03-15 11:00:35,A2,8.04,20.5,0.062,221.5
2025-03-15 11:00:35,A3,9.06,23.5,0.083,181.3
2025-03-15 11:00:35,A4,10.28,24.7,0.089,153.7
2025-03-15 11:00:35,A5,7.96,21.9,0.034,170.7
2025-03-15 11:00:35,A6,8.67,21.1,0.031,175.9
2025-03-15 11:00:35,A7,8.62,24.4,0.009,248.2
2025-03-15 11:00:35,A8,8.28,20.3,0.067,179.5
2025-03-15 11:00:35,A9,11.11,21.2,0.017,178.8
2025-03-15 11:00:35,A10,10.96,25.9,0.042,150.2
2025-03-15 11:00:36,A1,7.88,23.2,0.048,196.1
2025-03-15 11:00:36,A2,8.05,20.5,0.061,221.9
2025-03-15 11:00:36,A3,9.02,23.7,0.082,181.6
2025-03-15 11:00:36,A4,10.27,24.7,0.089,154.5
2025-03-15 11:00:36,A5,7.94,21.9,0.035,170.4
2025-03-15 11:00:36,A6,8.63,21.0,0.03,176.1
2025-03-15 11:00:36,A7,8.6,24.3,0.008,248.6
2025-03-15 11:00:36,A8,8.32,20.2,0.066,179.9
2025-03-15 11:00:36,A9,11.13,21.1,0.016,179.2
2025-03-15 11:00:36,A10,11.0,25.9,0.04,150.8
2025-03-15 11:00:37,A1,7.88,23.1,0.048,195.5
2025-03-15 11:00:37,A2,8.05,20.6,0.062,222.0
2025-03-15 11:00:37,A3,9.05,23.7,0.081,180.9
2025-03-15 11:00:37,A4,10.29,24.7,0.09,154.8
2025-03-15 11:00:37,A5,7.91,21.9,0.034,170.4
2025-03-15 11:00:37,A6,8.63,21.1,0.029,177.0
2025-03-15 11:00:37,A7,8.6,24.3,0.006,249.2
2025-03-15 11:00:37,A8,8.32,20.3,0.067,179.7
2025-03-15 11:00:37,A9,11.12,21.2,0.015,180.0
2025-03-15 11:00:37,A10,11.0,25.9,0.041,150.6
2025-03-15 11:00:38,A1,7.9,23.1,0.05,195.7
2025-03-15 11:00:38,A2,8.06,20.7,0.061,221.8
2025-03-15 11:00:38,A3,9.02,23.7,0.081,180.7
2025-03-15 11:00:38,A4,10.3,24.8,0.09,155.0
2025-03-15 11:00:38,A5,7.93,21.8,0.034,169.4
2025-03-15 11:00:38,A6,8.65,21.1,0.031,176.4
2025-03-15 11:00:38,A7,8.56,24.3,0.006,249.7
2025-03-15 11:00:38,A8,8.33,20.2,0.068,179.8
2025-03-15 11:00:38,A9,11.11,21.2,0.015,181.2
2025-03-15 11:00:38,A10,10.99,25.9,0.039,150.3
2025-03-15 11:00:39,A1,7.89,23.1,0.051,195.6
2025-03-15 11:00:39,A2,8.06,20.7,0.062,221.1
2025-03-15 11:00:39,A3,9.0,23.7,0.082,181.3
2025-03-15 11:00:39,A4,10.28,24.8,0.091,155.6
2025-03-15 11:00:39,A5,7.96,21.9,0.035,170.1
2025-03-15 11:00:39,A6,8.62,21.2,0.03,176.5
2025-03-15 11:00:39,A7,8.55,24.2,0.004,249.8
2025-03-15 11:00:39,A8,8.31,20.3,0.068,179.6
2025-03-15 11:00:39,A9,11.11,21.1,0.016,181.4
2025-03-15 11:00:39,A10,10.97,25.8,0.039,149.7
2025-03-15 11:00:40,A1,7.88,23.0,0.052,195.6
2025-03-15 11:00:40,A2,8.09,20.7,0.064,220.8
2025-03-15 11:00:40,A3,9.01,23.6,0.082,180.8
2025-03-15 11:00:40,A4,10.27,24.9,0.092,156.2
2025-03-15 11:00:40,A5,7.94,21.9,0.034,170.7
2025-03-15 11:00:40,A6,8.63,21.3,0.029,176.7
2025-03-15 11:00:40,A7,8.54,24.2,0.002,250.4
2025-03-15 11:00:40,A8,8.3,20.3,0.071,180.6
2025-03-15 11:00:40,A9,11.1,21.1,0.017,181.0
2025-03-15 11:00:40,A10,10.96,25.8,0.038,150.0
2025-03-15 11:00:41,A1,7.88,23.0,0.053,195.3
2025-03-15 11:00:41,A2,8.06,20.7,0.064,220.6
2025-03-15 11:00:41,A3,9.02,23.6,0.083,180.4
2025-03-15 11:00:41,A4,10.26,24.9,0.092,155.6
2025-03-15 11:00:41,A5,7.97,21.9,0.034,171.0
2025-03-15 11:00:41,A6,8.61,21.2,0.027,176.4
2025-03-15 11:00:41,A7,8.55,24.2,0.0,250.4
2025-03-15 11:00:41,A8,8.3,20.2,0.071,180.9
2025-03-15 11:00:41,A9,11.09,21.1,0.017,180.9
2025-03-15 11:00:41,A10,10.97,25.7,0.036,149.9
2025-03-15 11:00:42,A1,7.89,23.1,0.054,195.2
2025-03-15 11:00:42,A2,8.07,20.7,0.067,220.7
2025-03-15 11:00:42,A3,9.02,23.7,0.084,180.7
2025-03-15 11:00:42,A4,10.29,24.8,0.093,155.6
2025-03-15 11:00:42,A5,8.0,21.8,0.034,171.8
2025-03-15 11:00:42,A6,8.62,21.2,0.027,176.4
2025-03-15 11:00:42,A7,8.55,24.2,-0.002,250.0
2025-03-15 11:00:42,A8,8.31,20.2,0.071,181.4
2025-03-15 11:00:42,A9,11.08,21.1,0.016,181.6
2025-03-15 11:00:42,A10,10.95,25.8,0.037,150.2
2025-03-15 11:00:43,A1,7.85,23.1,0.055,194.1
2025-03-15 11:00:43,A2,8.04,20.7,0.068,221.1
2025-03-15 11:00:43,A3,9.04,23.6,0.084,180.4
2025-03-15 11:00:43,A4,10.33,24.9,0.096,155.1
2025-03-15 11:00:43,A5,8.0,21.9,0.033,171.2
